"","X","Y","PRIMARY_ST","num_policy"
"773","-118.5","45.5","Oregon",0.608695652173913
"774","-117.5","45.5","Oregon",0.608695652173913
"775","-116.5","45.5","Idaho",0.130434782608696
"776","-115.5","45.5","Idaho",0.130434782608696
"777","-114.5","45.5","Idaho",0.130434782608696
"778","-113.5","45.5","Montana",0.173913043478261
"779","-112.5","45.5","Montana",0.173913043478261
"780","-111.5","45.5","Montana",0.173913043478261
"781","-110.5","45.5","Montana",0.173913043478261
"782","-109.5","45.5","Montana",0.173913043478261
"783","-108.5","45.5","Montana",0.173913043478261
"784","-107.5","45.5","Montana",0.173913043478261
"785","-106.5","45.5","Montana",0.173913043478261
"786","-105.5","45.5","Montana",0.173913043478261
"787","-104.5","45.5","Montana",0.173913043478261
"788","-103.5","45.5","South Dakota",0.0434782608695652
"789","-102.5","45.5","South Dakota",0.0434782608695652
"790","-101.5","45.5","South Dakota",0.0434782608695652
"791","-100.5","45.5","South Dakota",0.0434782608695652
"792","-99.5","45.5","South Dakota",0.0434782608695652
"793","-98.5","45.5","South Dakota",0.0434782608695652
"794","-97.5","45.5","South Dakota",0.0434782608695652
"795","-96.5","45.5","South Dakota",0.0434782608695652
"796","-95.5","45.5","Minnesota",0.260869565217391
"797","-94.5","45.5","Minnesota",0.260869565217391
"798","-93.5","45.5","Minnesota",0.260869565217391
"799","-92.5","45.5","Minnesota",0.260869565217391
"800","-91.5","45.5","Wisconsin",0.347826086956522
"801","-90.5","45.5","Wisconsin",0.347826086956522
"802","-89.5","45.5","Wisconsin",0.347826086956522
"803","-88.5","45.5","Michigan",0
"804","-87.5","45.5","Michigan",0
"805","-86.5","45.5","Michigan",0
"806","-85.5","45.5","Michigan",0
"807","-84.5","45.5","Michigan",0
"808","-83.5","45.5","Michigan",0
"809","-82.5","45.5","Michigan",0
"810","-71.5","45.5","Maine",0.304347826086957
"811","-70.5","45.5","Maine",0.304347826086957
"812","-69.5","45.5","Maine",0.304347826086957
"813","-68.5","45.5","Maine",0.304347826086957
"814","-67.5","45.5","Maine",0.304347826086957
"815","-124.5","46.5","Washington",0.217391304347826
"816","-123.5","46.5","Washington",0.217391304347826
"817","-122.5","46.5","Washington",0.217391304347826
"818","-121.5","46.5","Washington",0.217391304347826
"819","-120.5","46.5","Washington",0.217391304347826
"820","-119.5","46.5","Washington",0.217391304347826
"821","-118.5","46.5","Washington",0.217391304347826
"822","-117.5","46.5","Washington",0.217391304347826
"823","-116.5","46.5","Washington",0.217391304347826
"824","-115.5","46.5","Montana",0.173913043478261
"825","-114.5","46.5","Montana",0.173913043478261
"826","-113.5","46.5","Montana",0.173913043478261
"827","-112.5","46.5","Montana",0.173913043478261
"828","-111.5","46.5","Montana",0.173913043478261
"829","-110.5","46.5","Montana",0.173913043478261
"830","-109.5","46.5","Montana",0.173913043478261
"831","-108.5","46.5","Montana",0.173913043478261
"832","-107.5","46.5","Montana",0.173913043478261
"833","-106.5","46.5","Montana",0.173913043478261
"834","-105.5","46.5","Montana",0.173913043478261
"835","-104.5","46.5","Montana",0.173913043478261
"836","-103.5","46.5","North Dakota",0.0434782608695652
"837","-102.5","46.5","North Dakota",0.0434782608695652
"838","-101.5","46.5","North Dakota",0.0434782608695652
"839","-100.5","46.5","North Dakota",0.0434782608695652
"840","-99.5","46.5","North Dakota",0.0434782608695652
"841","-98.5","46.5","North Dakota",0.0434782608695652
"842","-97.5","46.5","North Dakota",0.0434782608695652
"843","-96.5","46.5","North Dakota",0.0434782608695652
"844","-95.5","46.5","Minnesota",0.260869565217391
"845","-94.5","46.5","Minnesota",0.260869565217391
"846","-93.5","46.5","Minnesota",0.260869565217391
"847","-92.5","46.5","Minnesota",0.260869565217391
"848","-91.5","46.5","Wisconsin",0.347826086956522
"849","-90.5","46.5","Wisconsin",0.347826086956522
"850","-89.5","46.5","Michigan",0
"851","-88.5","46.5","Michigan",0
"852","-87.5","46.5","Michigan",0
"853","-86.5","46.5","Michigan",0
"854","-85.5","46.5","Michigan",0
"855","-84.5","46.5","Michigan",0
"856","-83.5","46.5","Michigan",0
"857","-70.5","46.5","Maine",0.304347826086957
"858","-69.5","46.5","Maine",0.304347826086957
"859","-68.5","46.5","Maine",0.304347826086957
"860","-67.5","46.5","Maine",0.304347826086957
"861","-124.5","47.5","Washington",0.217391304347826
"862","-123.5","47.5","Washington",0.217391304347826
"863","-122.5","47.5","Washington",0.217391304347826
"864","-121.5","47.5","Washington",0.217391304347826
"865","-120.5","47.5","Washington",0.217391304347826
"866","-119.5","47.5","Washington",0.217391304347826
"867","-118.5","47.5","Washington",0.217391304347826
"868","-117.5","47.5","Washington",0.217391304347826
"869","-116.5","47.5","Idaho",0.130434782608696
"870","-115.5","47.5","Idaho",0.130434782608696
"871","-114.5","47.5","Montana",0.173913043478261
"872","-113.5","47.5","Montana",0.173913043478261
"873","-112.5","47.5","Montana",0.173913043478261
"874","-111.5","47.5","Montana",0.173913043478261
"875","-110.5","47.5","Montana",0.173913043478261
"876","-109.5","47.5","Montana",0.173913043478261
"877","-108.5","47.5","Montana",0.173913043478261
"878","-107.5","47.5","Montana",0.173913043478261
"879","-106.5","47.5","Montana",0.173913043478261
"880","-105.5","47.5","Montana",0.173913043478261
"881","-104.5","47.5","Montana",0.173913043478261
"882","-103.5","47.5","North Dakota",0.0434782608695652
"883","-102.5","47.5","North Dakota",0.0434782608695652
"884","-101.5","47.5","North Dakota",0.0434782608695652
"885","-100.5","47.5","North Dakota",0.0434782608695652
"886","-99.5","47.5","North Dakota",0.0434782608695652
"887","-98.5","47.5","North Dakota",0.0434782608695652
"888","-97.5","47.5","North Dakota",0.0434782608695652
"889","-96.5","47.5","North Dakota",0.0434782608695652
"890","-95.5","47.5","Minnesota",0.260869565217391
"891","-94.5","47.5","Minnesota",0.260869565217391
"892","-93.5","47.5","Minnesota",0.260869565217391
"893","-92.5","47.5","Minnesota",0.260869565217391
"894","-91.5","47.5","Minnesota",0.260869565217391
"895","-90.5","47.5","Minnesota",0.260869565217391
"896","-89.5","47.5","Michigan",0
"897","-88.5","47.5","Michigan",0
"898","-87.5","47.5","Michigan",0
"899","-86.5","47.5","Michigan",0
"900","-69.5","47.5","Maine",0.304347826086957
"901","-68.5","47.5","Maine",0.304347826086957
"902","-67.5","47.5","Maine",0.304347826086957
"903","-124.5","48.5","Washington",0.217391304347826
"904","-123.5","48.5","Washington",0.217391304347826
"905","-122.5","48.5","Washington",0.217391304347826
"906","-121.5","48.5","Washington",0.217391304347826
"907","-120.5","48.5","Washington",0.217391304347826
"908","-119.5","48.5","Washington",0.217391304347826
"909","-118.5","48.5","Washington",0.217391304347826
"910","-117.5","48.5","Idaho",0.130434782608696
"911","-116.5","48.5","Idaho",0.130434782608696
"912","-115.5","48.5","Montana",0.173913043478261
"913","-114.5","48.5","Montana",0.173913043478261
"914","-113.5","48.5","Montana",0.173913043478261
"915","-112.5","48.5","Montana",0.173913043478261
"916","-111.5","48.5","Montana",0.173913043478261
"917","-110.5","48.5","Montana",0.173913043478261
"918","-109.5","48.5","Montana",0.173913043478261
"919","-108.5","48.5","Montana",0.173913043478261
"920","-107.5","48.5","Montana",0.173913043478261
"921","-106.5","48.5","Montana",0.173913043478261
"922","-105.5","48.5","Montana",0.173913043478261
"923","-104.5","48.5","Montana",0.173913043478261
"924","-103.5","48.5","North Dakota",0.0434782608695652
"925","-102.5","48.5","North Dakota",0.0434782608695652
"926","-101.5","48.5","North Dakota",0.0434782608695652
"927","-100.5","48.5","North Dakota",0.0434782608695652
"928","-99.5","48.5","North Dakota",0.0434782608695652
"929","-98.5","48.5","North Dakota",0.0434782608695652
"930","-97.5","48.5","Minnesota",0.260869565217391
"931","-96.5","48.5","Minnesota",0.260869565217391
"932","-95.5","48.5","Minnesota",0.260869565217391
"933","-94.5","48.5","Minnesota",0.260869565217391
"934","-93.5","48.5","Minnesota",0.260869565217391
"935","-92.5","48.5","Minnesota",0.260869565217391
"936","-91.5","48.5","Minnesota",0.260869565217391
"937","-90.5","48.5","Minnesota",0.260869565217391
"938","-89.5","48.5","Michigan",0
"939","-88.5","48.5","Michigan",0
"940","-95.5","49.5","Minnesota",0.260869565217391
"941","-94.5","49.5","Minnesota",0.260869565217391
"942","-178.5","51.5","Alaska",0.260869565217391
"943","-177.5","51.5","Alaska",0.260869565217391
"944","-176.5","51.5","Alaska",0.260869565217391
"945","-175.5","51.5","Alaska",0.260869565217391
"946","177.5","51.5","Alaska",0.260869565217391
"947","178.5","51.5","Alaska",0.260869565217391
"948","179.5","51.5","Alaska",0.260869565217391
"949","-176.5","52.5","Alaska",0.260869565217391
"950","-175.5","52.5","Alaska",0.260869565217391
"951","-174.5","52.5","Alaska",0.260869565217391
"952","-173.5","52.5","Alaska",0.260869565217391
"953","-172.5","52.5","Alaska",0.260869565217391
"954","-170.5","52.5","Alaska",0.260869565217391
"955","-169.5","52.5","Alaska",0.260869565217391
"956","-168.5","52.5","Alaska",0.260869565217391
"957","172.5","52.5","Alaska",0.260869565217391
"958","173.5","52.5","Alaska",0.260869565217391
"959","177.5","52.5","Alaska",0.260869565217391
"960","179.5","52.5","Alaska",0.260869565217391
"961","-168.5","53.5","Alaska",0.260869565217391
"962","-167.5","53.5","Alaska",0.260869565217391
"963","-166.5","53.5","Alaska",0.260869565217391
"964","172.5","53.5","Alaska",0.260869565217391
"965","-166.5","54.5","Alaska",0.260869565217391
"966","-165.5","54.5","Alaska",0.260869565217391
"967","-164.5","54.5","Alaska",0.260869565217391
"968","-163.5","54.5","Alaska",0.260869565217391
"969","-162.5","54.5","Alaska",0.260869565217391
"970","-160.5","54.5","Alaska",0.260869565217391
"971","-159.5","54.5","Alaska",0.260869565217391
"972","-133.5","54.5","Alaska",0.260869565217391
"973","-132.5","54.5","Alaska",0.260869565217391
"974","-131.5","54.5","Alaska",0.260869565217391
"975","-130.5","54.5","Alaska",0.260869565217391
"976","-163.5","55.5","Alaska",0.260869565217391
"977","-162.5","55.5","Alaska",0.260869565217391
"978","-161.5","55.5","Alaska",0.260869565217391
"979","-160.5","55.5","Alaska",0.260869565217391
"980","-159.5","55.5","Alaska",0.260869565217391
"981","-158.5","55.5","Alaska",0.260869565217391
"982","-155.5","55.5","Alaska",0.260869565217391
"983","-134.5","55.5","Alaska",0.260869565217391
"984","-133.5","55.5","Alaska",0.260869565217391
"985","-132.5","55.5","Alaska",0.260869565217391
"986","-131.5","55.5","Alaska",0.260869565217391
"987","-130.5","55.5","Alaska",0.260869565217391
"988","-129.5","55.5","Alaska",0.260869565217391
"989","-169.5","56.5","Alaska",0.260869565217391
"990","-160.5","56.5","Alaska",0.260869565217391
"991","-159.5","56.5","Alaska",0.260869565217391
"992","-158.5","56.5","Alaska",0.260869565217391
"993","-157.5","56.5","Alaska",0.260869565217391
"994","-156.5","56.5","Alaska",0.260869565217391
"995","-154.5","56.5","Alaska",0.260869565217391
"996","-153.5","56.5","Alaska",0.260869565217391
"997","-135.5","56.5","Alaska",0.260869565217391
"998","-134.5","56.5","Alaska",0.260869565217391
"999","-133.5","56.5","Alaska",0.260869565217391
"1000","-132.5","56.5","Alaska",0.260869565217391
"1001","-131.5","56.5","Alaska",0.260869565217391
"1002","-130.5","56.5","Alaska",0.260869565217391
"1003","-170.5","57.5","Alaska",0.260869565217391
"1004","-158.5","57.5","Alaska",0.260869565217391
"1005","-157.5","57.5","Alaska",0.260869565217391
"1006","-156.5","57.5","Alaska",0.260869565217391
"1007","-155.5","57.5","Alaska",0.260869565217391
"1008","-154.5","57.5","Alaska",0.260869565217391
"1009","-153.5","57.5","Alaska",0.260869565217391
"1010","-152.5","57.5","Alaska",0.260869565217391
"1011","-136.5","57.5","Alaska",0.260869565217391
"1012","-135.5","57.5","Alaska",0.260869565217391
"1013","-134.5","57.5","Alaska",0.260869565217391
"1014","-133.5","57.5","Alaska",0.260869565217391
"1015","-132.5","57.5","Alaska",0.260869565217391
"1016","-162.5","58.5","Alaska",0.260869565217391
"1017","-161.5","58.5","Alaska",0.260869565217391
"1018","-160.5","58.5","Alaska",0.260869565217391
"1019","-159.5","58.5","Alaska",0.260869565217391
"1020","-158.5","58.5","Alaska",0.260869565217391
"1021","-157.5","58.5","Alaska",0.260869565217391
"1022","-156.5","58.5","Alaska",0.260869565217391
"1023","-155.5","58.5","Alaska",0.260869565217391
"1024","-154.5","58.5","Alaska",0.260869565217391
"1025","-153.5","58.5","Alaska",0.260869565217391
"1026","-152.5","58.5","Alaska",0.260869565217391
"1027","-151.5","58.5","Alaska",0.260869565217391
"1028","-138.5","58.5","Alaska",0.260869565217391
"1029","-137.5","58.5","Alaska",0.260869565217391
"1030","-136.5","58.5","Alaska",0.260869565217391
"1031","-135.5","58.5","Alaska",0.260869565217391
"1032","-134.5","58.5","Alaska",0.260869565217391
"1033","-133.5","58.5","Alaska",0.260869565217391
"1034","-167.5","59.5","Alaska",0.260869565217391
"1035","-166.5","59.5","Alaska",0.260869565217391
"1036","-165.5","59.5","Alaska",0.260869565217391
"1037","-164.5","59.5","Alaska",0.260869565217391
"1038","-163.5","59.5","Alaska",0.260869565217391
"1039","-162.5","59.5","Alaska",0.260869565217391
"1040","-161.5","59.5","Alaska",0.260869565217391
"1041","-160.5","59.5","Alaska",0.260869565217391
"1042","-159.5","59.5","Alaska",0.260869565217391
"1043","-158.5","59.5","Alaska",0.260869565217391
"1044","-157.5","59.5","Alaska",0.260869565217391
"1045","-156.5","59.5","Alaska",0.260869565217391
"1046","-155.5","59.5","Alaska",0.260869565217391
"1047","-154.5","59.5","Alaska",0.260869565217391
"1048","-153.5","59.5","Alaska",0.260869565217391
"1049","-152.5","59.5","Alaska",0.260869565217391
"1050","-151.5","59.5","Alaska",0.260869565217391
"1051","-150.5","59.5","Alaska",0.260869565217391
"1052","-149.5","59.5","Alaska",0.260869565217391
"1053","-148.5","59.5","Alaska",0.260869565217391
"1054","-147.5","59.5","Alaska",0.260869565217391
"1055","-144.5","59.5","Alaska",0.260869565217391
"1056","-143.5","59.5","Alaska",0.260869565217391
"1057","-141.5","59.5","Alaska",0.260869565217391
"1058","-140.5","59.5","Alaska",0.260869565217391
"1059","-139.5","59.5","Alaska",0.260869565217391
"1060","-138.5","59.5","Alaska",0.260869565217391
"1061","-137.5","59.5","Alaska",0.260869565217391
"1062","-136.5","59.5","Alaska",0.260869565217391
"1063","-135.5","59.5","Alaska",0.260869565217391
"1064","-134.5","59.5","Alaska",0.260869565217391
"1065","-173.5","60.5","Alaska",0.260869565217391
"1066","-172.5","60.5","Alaska",0.260869565217391
"1067","-167.5","60.5","Alaska",0.260869565217391
"1068","-166.5","60.5","Alaska",0.260869565217391
"1069","-165.5","60.5","Alaska",0.260869565217391
"1070","-164.5","60.5","Alaska",0.260869565217391
"1071","-163.5","60.5","Alaska",0.260869565217391
"1072","-162.5","60.5","Alaska",0.260869565217391
"1073","-161.5","60.5","Alaska",0.260869565217391
"1074","-160.5","60.5","Alaska",0.260869565217391
"1075","-159.5","60.5","Alaska",0.260869565217391
"1076","-158.5","60.5","Alaska",0.260869565217391
"1077","-157.5","60.5","Alaska",0.260869565217391
"1078","-156.5","60.5","Alaska",0.260869565217391
"1079","-155.5","60.5","Alaska",0.260869565217391
"1080","-154.5","60.5","Alaska",0.260869565217391
"1081","-153.5","60.5","Alaska",0.260869565217391
"1082","-152.5","60.5","Alaska",0.260869565217391
"1083","-151.5","60.5","Alaska",0.260869565217391
"1084","-150.5","60.5","Alaska",0.260869565217391
"1085","-149.5","60.5","Alaska",0.260869565217391
"1086","-148.5","60.5","Alaska",0.260869565217391
"1087","-147.5","60.5","Alaska",0.260869565217391
"1088","-146.5","60.5","Alaska",0.260869565217391
"1089","-145.5","60.5","Alaska",0.260869565217391
"1090","-144.5","60.5","Alaska",0.260869565217391
"1091","-143.5","60.5","Alaska",0.260869565217391
"1092","-142.5","60.5","Alaska",0.260869565217391
"1093","-141.5","60.5","Alaska",0.260869565217391
"1094","-140.5","60.5","Alaska",0.260869565217391
"1095","-139.5","60.5","Alaska",0.260869565217391
"1096","-166.5","61.5","Alaska",0.260869565217391
"1097","-165.5","61.5","Alaska",0.260869565217391
"1098","-164.5","61.5","Alaska",0.260869565217391
"1099","-163.5","61.5","Alaska",0.260869565217391
"1100","-162.5","61.5","Alaska",0.260869565217391
"1101","-161.5","61.5","Alaska",0.260869565217391
"1102","-160.5","61.5","Alaska",0.260869565217391
"1103","-159.5","61.5","Alaska",0.260869565217391
"1104","-158.5","61.5","Alaska",0.260869565217391
"1105","-157.5","61.5","Alaska",0.260869565217391
"1106","-156.5","61.5","Alaska",0.260869565217391
"1107","-155.5","61.5","Alaska",0.260869565217391
"1108","-154.5","61.5","Alaska",0.260869565217391
"1109","-153.5","61.5","Alaska",0.260869565217391
"1110","-152.5","61.5","Alaska",0.260869565217391
"1111","-151.5","61.5","Alaska",0.260869565217391
"1112","-150.5","61.5","Alaska",0.260869565217391
"1113","-149.5","61.5","Alaska",0.260869565217391
"1114","-148.5","61.5","Alaska",0.260869565217391
"1115","-147.5","61.5","Alaska",0.260869565217391
"1116","-146.5","61.5","Alaska",0.260869565217391
"1117","-145.5","61.5","Alaska",0.260869565217391
"1118","-144.5","61.5","Alaska",0.260869565217391
"1119","-143.5","61.5","Alaska",0.260869565217391
"1120","-142.5","61.5","Alaska",0.260869565217391
"1121","-141.5","61.5","Alaska",0.260869565217391
"1122","-169.5","62.5","Alaska",0.260869565217391
"1123","-165.5","62.5","Alaska",0.260869565217391
"1124","-164.5","62.5","Alaska",0.260869565217391
"1125","-163.5","62.5","Alaska",0.260869565217391
"1126","-162.5","62.5","Alaska",0.260869565217391
"1127","-161.5","62.5","Alaska",0.260869565217391
"1128","-160.5","62.5","Alaska",0.260869565217391
"1129","-159.5","62.5","Alaska",0.260869565217391
"1130","-158.5","62.5","Alaska",0.260869565217391
"1131","-157.5","62.5","Alaska",0.260869565217391
"1132","-156.5","62.5","Alaska",0.260869565217391
"1133","-155.5","62.5","Alaska",0.260869565217391
"1134","-154.5","62.5","Alaska",0.260869565217391
"1135","-153.5","62.5","Alaska",0.260869565217391
"1136","-152.5","62.5","Alaska",0.260869565217391
"1137","-151.5","62.5","Alaska",0.260869565217391
"1138","-150.5","62.5","Alaska",0.260869565217391
"1139","-149.5","62.5","Alaska",0.260869565217391
"1140","-148.5","62.5","Alaska",0.260869565217391
"1141","-147.5","62.5","Alaska",0.260869565217391
"1142","-146.5","62.5","Alaska",0.260869565217391
"1143","-145.5","62.5","Alaska",0.260869565217391
"1144","-144.5","62.5","Alaska",0.260869565217391
"1145","-143.5","62.5","Alaska",0.260869565217391
"1146","-142.5","62.5","Alaska",0.260869565217391
"1147","-141.5","62.5","Alaska",0.260869565217391
"1148","-171.5","63.5","Alaska",0.260869565217391
"1149","-170.5","63.5","Alaska",0.260869565217391
"1150","-169.5","63.5","Alaska",0.260869565217391
"1151","-168.5","63.5","Alaska",0.260869565217391
"1152","-164.5","63.5","Alaska",0.260869565217391
"1153","-163.5","63.5","Alaska",0.260869565217391
"1154","-162.5","63.5","Alaska",0.260869565217391
"1155","-161.5","63.5","Alaska",0.260869565217391
"1156","-160.5","63.5","Alaska",0.260869565217391
"1157","-159.5","63.5","Alaska",0.260869565217391
"1158","-158.5","63.5","Alaska",0.260869565217391
"1159","-157.5","63.5","Alaska",0.260869565217391
"1160","-156.5","63.5","Alaska",0.260869565217391
"1161","-155.5","63.5","Alaska",0.260869565217391
"1162","-154.5","63.5","Alaska",0.260869565217391
"1163","-153.5","63.5","Alaska",0.260869565217391
"1164","-152.5","63.5","Alaska",0.260869565217391
"1165","-151.5","63.5","Alaska",0.260869565217391
"1166","-150.5","63.5","Alaska",0.260869565217391
"1167","-149.5","63.5","Alaska",0.260869565217391
"1168","-148.5","63.5","Alaska",0.260869565217391
"1169","-147.5","63.5","Alaska",0.260869565217391
"1170","-146.5","63.5","Alaska",0.260869565217391
"1171","-145.5","63.5","Alaska",0.260869565217391
"1172","-144.5","63.5","Alaska",0.260869565217391
"1173","-143.5","63.5","Alaska",0.260869565217391
"1174","-142.5","63.5","Alaska",0.260869565217391
"1175","-141.5","63.5","Alaska",0.260869565217391
"1176","-166.5","64.5","Alaska",0.260869565217391
"1177","-165.5","64.5","Alaska",0.260869565217391
"1178","-164.5","64.5","Alaska",0.260869565217391
"1179","-163.5","64.5","Alaska",0.260869565217391
"1180","-162.5","64.5","Alaska",0.260869565217391
"1181","-161.5","64.5","Alaska",0.260869565217391
"1182","-160.5","64.5","Alaska",0.260869565217391
"1183","-159.5","64.5","Alaska",0.260869565217391
"1184","-158.5","64.5","Alaska",0.260869565217391
"1185","-157.5","64.5","Alaska",0.260869565217391
"1186","-156.5","64.5","Alaska",0.260869565217391
"1187","-155.5","64.5","Alaska",0.260869565217391
"1188","-154.5","64.5","Alaska",0.260869565217391
"1189","-153.5","64.5","Alaska",0.260869565217391
"1190","-152.5","64.5","Alaska",0.260869565217391
"1191","-151.5","64.5","Alaska",0.260869565217391
"1192","-150.5","64.5","Alaska",0.260869565217391
"1193","-149.5","64.5","Alaska",0.260869565217391
"1194","-148.5","64.5","Alaska",0.260869565217391
"1195","-147.5","64.5","Alaska",0.260869565217391
"1196","-146.5","64.5","Alaska",0.260869565217391
"1197","-145.5","64.5","Alaska",0.260869565217391
"1198","-144.5","64.5","Alaska",0.260869565217391
"1199","-143.5","64.5","Alaska",0.260869565217391
"1200","-142.5","64.5","Alaska",0.260869565217391
"1201","-141.5","64.5","Alaska",0.260869565217391
"1202","-168.5","65.5","Alaska",0.260869565217391
"1203","-167.5","65.5","Alaska",0.260869565217391
"1204","-166.5","65.5","Alaska",0.260869565217391
"1205","-165.5","65.5","Alaska",0.260869565217391
"1206","-164.5","65.5","Alaska",0.260869565217391
"1207","-163.5","65.5","Alaska",0.260869565217391
"1208","-162.5","65.5","Alaska",0.260869565217391
"1209","-161.5","65.5","Alaska",0.260869565217391
"1210","-160.5","65.5","Alaska",0.260869565217391
"1211","-159.5","65.5","Alaska",0.260869565217391
"1212","-158.5","65.5","Alaska",0.260869565217391
"1213","-157.5","65.5","Alaska",0.260869565217391
"1214","-156.5","65.5","Alaska",0.260869565217391
"1215","-155.5","65.5","Alaska",0.260869565217391
"1216","-154.5","65.5","Alaska",0.260869565217391
"1217","-153.5","65.5","Alaska",0.260869565217391
"1218","-152.5","65.5","Alaska",0.260869565217391
"1219","-151.5","65.5","Alaska",0.260869565217391
"1220","-150.5","65.5","Alaska",0.260869565217391
"1221","-149.5","65.5","Alaska",0.260869565217391
"1222","-148.5","65.5","Alaska",0.260869565217391
"1223","-147.5","65.5","Alaska",0.260869565217391
"1224","-146.5","65.5","Alaska",0.260869565217391
"1225","-145.5","65.5","Alaska",0.260869565217391
"1226","-144.5","65.5","Alaska",0.260869565217391
"1227","-143.5","65.5","Alaska",0.260869565217391
"1228","-142.5","65.5","Alaska",0.260869565217391
"1229","-141.5","65.5","Alaska",0.260869565217391
"1230","-166.5","66.5","Alaska",0.260869565217391
"1231","-165.5","66.5","Alaska",0.260869565217391
"1232","-164.5","66.5","Alaska",0.260869565217391
"1233","-163.5","66.5","Alaska",0.260869565217391
"1234","-162.5","66.5","Alaska",0.260869565217391
"1235","-161.5","66.5","Alaska",0.260869565217391
"1236","-160.5","66.5","Alaska",0.260869565217391
"1237","-159.5","66.5","Alaska",0.260869565217391
"1238","-158.5","66.5","Alaska",0.260869565217391
"1239","-157.5","66.5","Alaska",0.260869565217391
"1240","-156.5","66.5","Alaska",0.260869565217391
"1241","-155.5","66.5","Alaska",0.260869565217391
"1242","-154.5","66.5","Alaska",0.260869565217391
"1243","-153.5","66.5","Alaska",0.260869565217391
"1244","-152.5","66.5","Alaska",0.260869565217391
"1245","-151.5","66.5","Alaska",0.260869565217391
"1246","-150.5","66.5","Alaska",0.260869565217391
"1247","-149.5","66.5","Alaska",0.260869565217391
"1248","-148.5","66.5","Alaska",0.260869565217391
"1249","-147.5","66.5","Alaska",0.260869565217391
"1250","-146.5","66.5","Alaska",0.260869565217391
"1251","-145.5","66.5","Alaska",0.260869565217391
"1252","-144.5","66.5","Alaska",0.260869565217391
"1253","-143.5","66.5","Alaska",0.260869565217391
"1254","-142.5","66.5","Alaska",0.260869565217391
"1255","-141.5","66.5","Alaska",0.260869565217391
"1256","-165.5","67.5","Alaska",0.260869565217391
"1257","-164.5","67.5","Alaska",0.260869565217391
"1258","-163.5","67.5","Alaska",0.260869565217391
"1259","-162.5","67.5","Alaska",0.260869565217391
"1260","-161.5","67.5","Alaska",0.260869565217391
"1261","-160.5","67.5","Alaska",0.260869565217391
"1262","-159.5","67.5","Alaska",0.260869565217391
"1263","-158.5","67.5","Alaska",0.260869565217391
"1264","-157.5","67.5","Alaska",0.260869565217391
"1265","-156.5","67.5","Alaska",0.260869565217391
"1266","-155.5","67.5","Alaska",0.260869565217391
"1267","-154.5","67.5","Alaska",0.260869565217391
"1268","-153.5","67.5","Alaska",0.260869565217391
"1269","-152.5","67.5","Alaska",0.260869565217391
"1270","-151.5","67.5","Alaska",0.260869565217391
"1271","-150.5","67.5","Alaska",0.260869565217391
"1272","-149.5","67.5","Alaska",0.260869565217391
"1273","-148.5","67.5","Alaska",0.260869565217391
"1274","-147.5","67.5","Alaska",0.260869565217391
"1275","-146.5","67.5","Alaska",0.260869565217391
"1276","-145.5","67.5","Alaska",0.260869565217391
"1277","-144.5","67.5","Alaska",0.260869565217391
"1278","-143.5","67.5","Alaska",0.260869565217391
"1279","-142.5","67.5","Alaska",0.260869565217391
"1280","-141.5","67.5","Alaska",0.260869565217391
"1281","-166.5","68.5","Alaska",0.260869565217391
"1282","-165.5","68.5","Alaska",0.260869565217391
"1283","-164.5","68.5","Alaska",0.260869565217391
"1284","-163.5","68.5","Alaska",0.260869565217391
"1285","-162.5","68.5","Alaska",0.260869565217391
"1286","-161.5","68.5","Alaska",0.260869565217391
"1287","-160.5","68.5","Alaska",0.260869565217391
"1288","-159.5","68.5","Alaska",0.260869565217391
"1289","-158.5","68.5","Alaska",0.260869565217391
"1290","-157.5","68.5","Alaska",0.260869565217391
"1291","-156.5","68.5","Alaska",0.260869565217391
"1292","-155.5","68.5","Alaska",0.260869565217391
"1293","-154.5","68.5","Alaska",0.260869565217391
"1294","-153.5","68.5","Alaska",0.260869565217391
"1295","-152.5","68.5","Alaska",0.260869565217391
"1296","-151.5","68.5","Alaska",0.260869565217391
"1297","-150.5","68.5","Alaska",0.260869565217391
"1298","-149.5","68.5","Alaska",0.260869565217391
"1299","-148.5","68.5","Alaska",0.260869565217391
"1300","-147.5","68.5","Alaska",0.260869565217391
"1301","-146.5","68.5","Alaska",0.260869565217391
"1302","-145.5","68.5","Alaska",0.260869565217391
"1303","-144.5","68.5","Alaska",0.260869565217391
"1304","-143.5","68.5","Alaska",0.260869565217391
"1305","-142.5","68.5","Alaska",0.260869565217391
"1306","-141.5","68.5","Alaska",0.260869565217391
"1307","-163.5","69.5","Alaska",0.260869565217391
"1308","-162.5","69.5","Alaska",0.260869565217391
"1309","-161.5","69.5","Alaska",0.260869565217391
"1310","-160.5","69.5","Alaska",0.260869565217391
"1311","-159.5","69.5","Alaska",0.260869565217391
"1312","-158.5","69.5","Alaska",0.260869565217391
"1313","-157.5","69.5","Alaska",0.260869565217391
"1314","-156.5","69.5","Alaska",0.260869565217391
"1315","-155.5","69.5","Alaska",0.260869565217391
"1316","-154.5","69.5","Alaska",0.260869565217391
"1317","-153.5","69.5","Alaska",0.260869565217391
"1318","-152.5","69.5","Alaska",0.260869565217391
"1319","-151.5","69.5","Alaska",0.260869565217391
"1320","-150.5","69.5","Alaska",0.260869565217391
"1321","-149.5","69.5","Alaska",0.260869565217391
"1322","-148.5","69.5","Alaska",0.260869565217391
